store_id,city,channel,gender_group,age_group,wkd_ind,product,customer,revenue,order,quant,unit_cost
89254,广州,自提,男,青年,周间,美妆护肤,479,24197.3,27,46,292.13
47363,上海,网购,女,青年,周末,家居日用,47,2880.68,15,27,43.2
13495,重庆,网购,女,青年,周末,家居日用,42,521.88,24,15,20.15
95191,成都,网购,男,青年,周间,运动户外,426,47774.1,36,61,236.19
20384,北京,自提,男,中年,周间,电子产品,398,210906.45,74,61,1086.77
65027,西安,自提,男,青年,周间,美妆护肤,275,3564.21,5,9,204.18
48177,重庆,网购,女,青年,周间,服装鞋帽,341,13193.99,172,44,122.4
78951,南京,门店购买,男,青年,周间,电子产品,326,302277.76,100,96,959.96
18855,成都,网购,男,中年,周间,服装鞋帽,23,3999.42,12,18,109.5
99742,武汉,门店购买,女,青年,周末,电子产品,367,408992.74,199,235,627.37
36144,北京,自提,女,青年,周间,食品生鲜,19,191.02,7,5,20.41
95948,成都,自提,男,中年,周间,家居日用,381,8675.99,113,99,31.2
75211,成都,门店购买,女,中年,周间,电子产品,221,469239.27,155,93,1999.88
20494,成都,门店购买,女,青年,周间,服装鞋帽,354,24101.5,114,90,138.73
56210,西安,自提,女,青年,周末,电子产品,344,803196.65,164,208,2086.49
99051,广州,网购,男,中年,周间,电子产品,65,52482.8,9,8,2689.08
60181,西安,网购,男,青年,周间,食品生鲜,228,2092.2,196,40,24.0
62171,成都,门店购买,女,青年,周末,电子产品,377,311382.03,48,64,2793.01
25435,杭州,自提,女,青年,周间,运动户外,470,18690.29,126,52,199.79
69250,广州,门店购买,女,老年,周间,运动户外,178,25815.89,17,19,754.65
93584,广州,自提,男,青年,周末,服装鞋帽,122,11561.99,102,127,42.44
58353,武汉,门店购买,男,青年,周末,电子产品,159,1135768.11,102,184,2825.28
63665,西安,网购,男,老年,周末,家居日用,239,23470.39,175,265,49.9
82260,西安,网购,男,青年,周末,电子产品,266,100240.57,40,39,1019.88
39552,成都,门店购买,女,中年,周间,服装鞋帽,326,18692.58,142,141,51.82
79924,上海,门店购买,男,青年,周末,服装鞋帽,338,68758.07,160,310,128.02
15399,北京,网购,男,中年,周间,运动户外,108,109009.73,99,147,364.62
75278,南京,自提,女,青年,周间,食品生鲜,233,101.1,19,4,10.73
70875,深圳,自提,男,青年,周间,运动户外,441,38109.59,89,103,152.13
83616,上海,自提,男,青年,周间,家居日用,127,270.22,19,7,22.53
90658,重庆,网购,男,中年,周间,服装鞋帽,391,31891.66,41,64,219.28
50441,武汉,网购,男,中年,周间,服装鞋帽,111,9139.71,75,91,38.61
88317,武汉,自提,男,中年,周间,服装鞋帽,452,37677.07,68,94,164.25
62505,北京,门店购买,男,青年,周间,电子产品,198,1494252.78,130,231,2483.41
91689,西安,网购,男,老年,周间,食品生鲜,407,10872.53,87,143,40.03
36090,西安,门店购买,女,青年,周末,电子产品,71,297415.42,43,61,1680.55
77568,广州,自提,女,青年,周间,美妆护肤,173,115508.97,130,251,179.45
12180,成都,自提,男,老年,周间,运动户外,447,75789.14,177,323,103.8
95929,西安,门店购买,男,中年,周间,服装鞋帽,269,128896.39,162,318,167.83
99224,深圳,网购,男,青年,周间,食品生鲜,215,3173.77,39,53,25.34
90147,武汉,门店购买,男,中年,周末,美妆护肤,167,40618.25,123,135,176.62
70249,南京,自提,女,青年,周间,美妆护肤,248,8125.54,50,32,98.92
49008,杭州,门店购买,男,青年,周间,食品生鲜,246,10899.44,90,144,40.77
45842,杭州,网购,女,中年,周间,食品生鲜,489,2540.96,198,75,13.09
20358,成都,自提,女,中年,周末,服装鞋帽,424,65589.94,138,139,240.11
27992,上海,门店购买,男,青年,周末,运动户外,120,1474.58,7,2,379.86
23178,广州,网购,男,青年,周间,家居日用,334,18804.94,52,97,76.84
94659,北京,网购,男,青年,周末,服装鞋帽,214,2494.06,46,5,209.05
74930,广州,门店购买,女,中年,周末,食品生鲜,291,4144.23,155,55,30.18
69552,南京,门店购买,女,中年,周末,美妆护肤,240,25411.53,70,50,202.89
70150,杭州,门店购买,男,青年,周间,食品生鲜,291,2614.31,173,99,14.7
63148,重庆,门店购买,女,青年,周末,服装鞋帽,72,19867.96,62,42,142.88
60275,深圳,自提,女,老年,周间,美妆护肤,371,1473.27,147,6,100.15
40972,北京,门店购买,男,青年,周末,家居日用,352,23575.9,129,160,72.44
48671,成都,门店购买,男,青年,周末,家居日用,79,19017.84,59,96,81.64
81989,武汉,门店购买,男,中年,周末,美妆护肤,229,29293.01,136,186,73.9
18094,南京,门店购买,男,青年,周末,服装鞋帽,168,29242.32,134,227,46.58
86434,武汉,网购,女,中年,周间,服装鞋帽,263,37070.6,107,117,148.17
98181,杭州,门店购买,男,青年,周末,运动户外,112,4918.66,75,19,104.42
18357,南京,网购,男,老年,周间,电子产品,147,305420.97,105,47,3442.47
94656,重庆,自提,女,青年,周间,家居日用,42,2539.81,35,18,57.05
33392,南京,自提,男,中年,周末,电子产品,388,22547.63,6,5,2325.69
65591,南京,自提,男,青年,周间,服装鞋帽,142,37340.04,49,93,124.33
96533,重庆,门店购买,男,青年,周末,电子产品,305,80784.03,9,15,2751.97
16380,深圳,门店购买,男,青年,周末,美妆护肤,112,2808.98,97,15,111.99
40692,西安,自提,女,青年,周末,运动户外,267,31304.52,57,53,188.0
87550,广州,门店购买,女,青年,周末,食品生鲜,483,12951.15,165,196,26.14
64568,重庆,网购,女,青年,周间,服装鞋帽,435,17166.53,58,39,151.11
70689,北京,门店购买,女,老年,周末,家居日用,125,2325.91,33,27,27.89
68954,成都,网购,男,青年,周间,运动户外,310,28049.84,155,21,476.11
87015,南京,网购,女,青年,周间,食品生鲜,490,303.66,4,4,44.69
25376,武汉,网购,男,青年,周末,美妆护肤,165,33692.42,73,98,170.05
50425,杭州,自提,女,青年,周间,食品生鲜,469,1696.32,53,48,11.09
39002,广州,网购,女,青年,周间,食品生鲜,79,658.93,26,22,14.11
42208,武汉,门店购买,女,青年,周间,运动户外,329,201367.58,190,252,415.39
56160,广州,网购,女,青年,周末,美妆护肤,18,486.88,3,1,206.3
92667,深圳,网购,男,青年,周间,食品生鲜,31,2973.15,20,40,37.0
12061,北京,门店购买,女,青年,周间,美妆护肤,147,4592.84,5,9,256.29
33496,上海,网购,男,青年,周间,食品生鲜,137,824.22,102,21,16.56
84055,深圳,门店购买,男,青年,周末,运动户外,440,5466.36,167,17,133.05
82443,武汉,网购,男,中年,周末,家居日用,433,27115.1,112,166,76.73
22499,南京,网购,男,青年,周间,食品生鲜,24,367.28,3,5,34.45
14312,广州,自提,男,老年,周末,运动户外,421,11781.2,102,20,276.38
84277,重庆,门店购买,女,青年,周末,运动户外,371,38580.09,21,33,472.03
22803,重庆,网购,男,青年,周间,食品生鲜,16,703.34,9,15,19.07
59207,重庆,网购,女,青年,周间,服装鞋帽,366,1155.29,19,6,79.72
93086,广州,门店购买,女,青年,周末,电子产品,3,30715.71,2,8,1462.57
27367,上海,网购,女,青年,周间,电子产品,14,30614.57,2,6,2444.46
52523,重庆,网购,女,青年,周末,运动户外,462,117943.57,144,125,331.07
59903,广州,网购,女,青年,周间,服装鞋帽,33,2742.66,11,14,76.39
20082,成都,自提,男,中年,周间,美妆护肤,316,10109.46,51,59,67.06
61864,成都,门店购买,女,中年,周间,家居日用,172,35530.21,111,209,84.2
87908,广州,自提,女,青年,周末,家居日用,161,9928.85,46,51,75.43
92955,武汉,门店购买,男,青年,周间,家居日用,187,7551.28,30,60,60.12
81516,广州,门店购买,男,老年,周间,运动户外,108,59609.25,57,103,293.91
63627,武汉,网购,女,青年,周末,运动户外,217,14891.95,97,19,375.73
86315,重庆,门店购买,女,青年,周间,运动户外,459,15055.93,138,44,128.14
97122,成都,网购,男,青年,周间,食品生鲜,495,439.2,111,28,5.92
76935,南京,门店购买,男,青年,周间,家居日用,396,44507.05,174,302,50.88
13219,武汉,网购,女,青年,周末,电子产品,426,274781.95,187,73,1516.65
37114,南京,自提,女,青年,周间,运动户外,357,23560.78,116,82,90.05
25084,北京,自提,男,青年,周末,运动户外,125,41286.75,67,45,366.35
65885,武汉,网购,女,青年,周末,运动户外,337,24270.9,111,102,115.22
35863,武汉,门店购买,女,青年,周末,服装鞋帽,143,2910.54,17,7,191.71
57945,成都,网购,女,青年,周间,美妆护肤,495,65453.91,164,161,196.52
86939,上海,自提,女,中年,周末,运动户外,362,47146.99,77,152,105.52
25448,深圳,自提,男,青年,周末,美妆护肤,199,28484.97,108,153,77.28
34347,武汉,门店购买,男,青年,周间,食品生鲜,72,1464.31,24,21,33.88
57059,北京,自提,男,青年,周间,美妆护肤,259,80361.66,168,254,141.59
68176,武汉,网购,男,青年,周末,食品生鲜,17,399.56,9,8,17.5
69942,西安,门店购买,女,青年,周末,美妆护肤,59,18031.15,18,35,211.25
15453,武汉,门店购买,男,老年,周末,运动户外,425,74551.75,168,127,352.09
68947,杭州,自提,男,青年,周末,服装鞋帽,108,61789.4,104,189,132.47
89988,重庆,网购,男,中年,周末,电子产品,292,455806.21,90,137,1535.87
52421,杭州,自提,女,老年,周末,服装鞋帽,493,98301.28,193,211,278.48
95969,广州,门店购买,男,青年,周间,服装鞋帽,390,57685.68,174,202,135.14
45221,重庆,自提,女,青年,周末,家居日用,264,21178.24,192,143,83.41
69597,武汉,自提,男,中年,周末,运动户外,498,173332.08,118,163,433.29
18300,南京,自提,男,老年,周末,家居日用,138,6381.54,83,73,41.38
84205,武汉,自提,男,青年,周间,电子产品,64,129553.67,21,29,2669.48
66072,深圳,门店购买,男,中年,周间,服装鞋帽,448,8518.25,71,24,133.14
58738,广州,网购,女,青年,周末,家居日用,336,2124.34,24,46,16.81
20215,广州,门店购买,男,青年,周间,电子产品,5,15846.01,3,2,3380.7
27324,武汉,网购,男,青年,周末,电子产品,161,184133.21,95,77,1272.28
27451,广州,网购,男,青年,周末,家居日用,180,12733.66,55,81,90.55
90750,武汉,网购,男,中年,周末,电子产品,302,745641.39,187,197,1623.06
28327,深圳,自提,男,青年,周间,运动户外,14,29565.96,14,28,412.33
77862,西安,门店购买,男,中年,周间,运动户外,28,73494.72,26,51,646.27
24777,深圳,自提,男,青年,周末,食品生鲜,479,1364.91,82,34,22.15
65163,成都,门店购买,男,中年,周末,电子产品,301,3204.2,18,1,999.54
17925,重庆,门店购买,女,青年,周间,家居日用,360,3055.61,103,22,64.07
30012,杭州,网购,女,青年,周末,服装鞋帽,275,32956.66,84,101,172.6
95175,上海,自提,女,中年,周末,电子产品,126,31554.78,12,14,1090.19
17212,杭州,门店购买,男,青年,周末,运动户外,6,11511.37,2,8,657.45
43980,广州,自提,男,中年,周间,运动户外,454,68493.33,31,50,548.64
66272,杭州,门店购买,男,青年,周末,家居日用,234,7293.56,131,185,21.99
31873,成都,网购,女,中年,周末,服装鞋帽,380,196.99,131,2,55.05
42053,北京,自提,女,青年,周末,服装鞋帽,477,7511.55,10,18,214.58
95944,重庆,网购,女,青年,周间,食品生鲜,423,1451.6,20,37,17.68
16903,广州,网购,男,老年,周末,家居日用,444,6851.29,73,80,39.9
11044,成都,网购,女,青年,周间,运动户外,319,40725.34,63,60,401.52
35614,南京,网购,男,青年,周间,电子产品,120,501392.35,70,89,2862.1
11257,成都,网购,女,中年,周间,电子产品,106,257956.98,68,61,2488.04
28661,杭州,网购,男,中年,周间,运动户外,459,173096.7,96,118,477.44
22527,南京,网购,女,青年,周末,家居日用,340,2467.13,34,31,44.19
61505,成都,自提,女,青年,周末,服装鞋帽,70,621.88,14,5,54.09
51160,重庆,网购,女,老年,周末,家居日用,158,11894.69,119,68,57.22
99922,杭州,门店购买,男,青年,周间,服装鞋帽,47,15575.3,46,32,203.88
16416,杭州,自提,男,青年,周间,家居日用,285,20437.93,192,282,31.79
28322,上海,网购,男,中年,周末,服装鞋帽,102,17675.51,52,48,214.05
21015,西安,门店购买,女,中年,周末,电子产品,34,92028.38,13,21,1484.01
53456,上海,网购,女,青年,周间,运动户外,203,11160.77,128,16,298.55
56392,深圳,网购,女,青年,周末,电子产品,315,978841.94,159,316,1203.52
64000,南京,自提,男,青年,周间,服装鞋帽,215,37478.99,52,83,206.7
92674,南京,网购,女,中年,周间,家居日用,279,16478.8,125,89,83.45
60905,杭州,网购,男,青年,周末,电子产品,459,270841.39,200,144,1123.73
79393,成都,门店购买,男,老年,周末,服装鞋帽,337,10645.24,62,35,163.44
17328,深圳,门店购买,女,青年,周末,服装鞋帽,122,34325.88,76,82,213.19
87537,北京,门店购买,女,中年,周末,美妆护肤,486,24334.07,49,64,134.09
14975,上海,网购,男,青年,周末,美妆护肤,245,3363.54,1,6,202.06
27103,成都,门店购买,男,中年,周间,电子产品,12,60805.26,3,10,2082.55
24538,南京,自提,男,青年,周间,美妆护肤,52,5496.99,22,20,162.92
67261,武汉,门店购买,女,青年,周间,服装鞋帽,341,21502.92,151,90,124.29
48602,广州,网购,男,中年,周间,美妆护肤,17,2727.44,6,10,148.0
90134,深圳,门店购买,男,中年,周末,食品生鲜,382,600.68,20,16,14.86
93386,上海,门店购买,女,青年,周间,服装鞋帽,128,4319.32,18,23,62.43
10167,北京,自提,女,中年,周末,家居日用,253,11054.17,97,90,40.58
72847,西安,门店购买,男,青年,周末,电子产品,151,19183.98,6,6,1059.65
54801,广州,自提,男,中年,周末,食品生鲜,305,15076.61,158,248,26.1
95673,广州,门店购买,女,青年,周末,食品生鲜,106,1628.58,25,27,31.16
80795,杭州,门店购买,女,青年,周末,电子产品,202,1962453.31,147,282,2408.37
57294,北京,自提,男,青年,周间,服装鞋帽,50,607.0,2,4,58.81
20739,武汉,网购,女,中年,周间,家居日用,459,6187.08,170,136,21.07
34232,成都,自提,女,青年,周末,食品生鲜,226,2019.99,120,68,11.31
18079,广州,门店购买,男,青年,周间,美妆护肤,212,69220.25,194,302,72.96
60738,南京,自提,女,青年,周末,家居日用,154,4770.28,21,26,94.36
75811,西安,门店购买,男,青年,周间,服装鞋帽,486,11747.5,43,28,141.75
65492,上海,门店购买,女,青年,周末,美妆护肤,133,2911.92,82,18,75.53
82358,成都,自提,女,中年,周末,运动户外,320,325939.28,151,268,405.91
29613,广州,门店购买,男,中年,周末,食品生鲜,445,12755.17,138,177,27.33
95824,武汉,门店购买,女,青年,周间,家居日用,74,486.42,52,5,54.84
41139,北京,门店购买,女,中年,周间,电子产品,173,265780.26,78,80,1486.66
99764,上海,网购,男,青年,周间,食品生鲜,138,8828.96,107,155,20.3
37707,重庆,门店购买,女,中年,周间,电子产品,264,31700.7,41,9,1592.22
27779,南京,门店购买,男,青年,周末,电子产品,128,27429.53,9,15,746.29
36097,杭州,自提,女,青年,周末,运动户外,16,10025.07,8,12,362.43
72204,西安,门店购买,女,青年,周间,运动户外,426,26817.74,177,47,237.35
31352,西安,网购,男,青年,周末,食品生鲜,334,2152.05,105,132,8.71
99417,北京,自提,男,青年,周末,服装鞋帽,130,18317.92,79,71,106.54
55706,武汉,自提,男,青年,周间,美妆护肤,53,5397.53,1,9,353.81
59051,南京,门店购买,女,青年,周末,家居日用,33,2500.22,22,18,77.57
44229,杭州,网购,男,青年,周末,电子产品,413,1199243.55,154,207,2921.21
13336,武汉,自提,女,中年,周间,家居日用,378,2857.06,10,19,70.92
34892,成都,门店购买,男,青年,周间,运动户外,184,200052.93,130,154,717.32
83170,广州,自提,男,青年,周间,运动户外,414,134514.04,144,94,815.49
95778,上海,网购,女,青年,周间,家居日用,404,7132.33,85,96,28.84
25437,武汉,网购,男,青年,周末,美妆护肤,62,26681.71,56,88,118.1
17086,广州,网购,男,青年,周间,服装鞋帽,162,3132.62,47,11,139.35
33176,成都,门店购买,男,青年,周间,服装鞋帽,390,28017.23,199,87,111.92
21539,广州,门店购买,女,青年,周间,家居日用,495,3048.58,123,99,14.17
58903,北京,自提,男,青年,周末,运动户外,376,63891.77,64,58,444.27
26899,上海,自提,女,青年,周末,食品生鲜,486,7290.16,75,117,29.84
54280,重庆,门店购买,男,青年,周间,食品生鲜,385,1685.76,49,22,44.1
62873,北京,网购,男,中年,周末,服装鞋帽,376,2919.46,6,10,98.37
95267,北京,自提,女,中年,周末,美妆护肤,25,3035.99,22,7,132.68
25176,重庆,自提,女,青年,周间,家居日用,360,4000.93,40,27,72.48
49467,重庆,门店购买,男,青年,周间,美妆护肤,311,22793.58,180,71,182.86
77054,西安,网购,女,青年,周末,家居日用,102,8437.16,78,52,89.15
36433,成都,门店购买,女,青年,周末,美妆护肤,255,50543.07,54,89,226.69
10358,北京,门店购买,男,中年,周间,服装鞋帽,487,3680.17,24,33,57.66
43540,深圳,自提,女,青年,周末,电子产品,417,42237.7,45,6,2872.62
98705,成都,自提,男,青年,周末,电子产品,437,79998.5,36,22,2066.72
91501,杭州,门店购买,男,青年,周间,服装鞋帽,59,12588.42,26,26,184.74
60556,武汉,自提,男,青年,周末,服装鞋帽,54,10743.49,27,38,133.07
67430,广州,门店购买,女,中年,周末,运动户外,451,55476.24,187,67,369.65
